,Episodes,Rewards
1662,166,24.0
1663,166,151.0
1664,166,34.0
1665,166,10.0
1666,166,12.0
1667,166,44.0
1668,166,31.0
1669,166,31.0
1670,167,185.0
1671,167,192.0
1672,167,26.0
1673,167,122.0
1674,167,33.0
1675,167,9.0
1676,167,12.0
1677,167,54.0
1678,167,27.0
1679,167,33.0
1680,168,185.0
1681,168,192.0
1682,168,25.0
1683,168,160.0
1684,168,36.0
1685,168,9.0
1686,168,13.0
1687,168,46.0
1688,168,30.0
1689,168,40.0
1690,169,185.0
1691,169,192.0
1692,169,28.0
1693,169,149.0
1694,169,29.0
1695,169,10.0
1696,169,11.0
1697,169,55.0
1698,169,29.0
1699,169,23.0
1700,170,200.0
1701,170,192.0
1702,170,25.0
1703,170,127.0
1704,170,35.0
1705,170,12.0
1706,170,12.0
1707,170,52.0
1708,170,33.0
1709,170,35.0
1710,171,182.0
1711,171,192.0
1712,171,29.0
1713,171,120.0
1714,171,37.0
1715,171,9.0
1716,171,11.0
1717,171,66.0
1718,171,29.0
1719,171,47.0
1720,172,180.0
1721,172,192.0
1722,172,30.0
1723,172,119.0
1724,172,32.0
1725,172,10.0
1726,172,12.0
1727,172,68.0
1728,172,32.0
1729,172,74.0
1730,173,178.0
1731,173,192.0
1732,173,28.0
1733,173,122.0
1734,173,30.0
1735,173,10.0
1736,173,11.0
1737,173,68.0
1738,173,29.0
1739,173,27.0
1740,174,178.0
1741,174,192.0
1742,174,30.0
1743,174,126.0
1744,174,34.0
1745,174,9.0
1746,174,14.0
1747,174,109.0
1748,174,30.0
1749,174,34.0
1750,175,178.0
1751,175,192.0
1752,175,32.0
1753,175,153.0
1754,175,29.0
1755,175,9.0
1756,175,13.0
1757,175,171.0
1758,175,33.0
1759,175,101.0
1760,176,178.0
1761,176,95.0
1762,176,31.0
1763,176,115.0
1764,176,32.0
1765,176,10.0
1766,176,12.0
1767,176,175.0
1768,176,29.0
1769,176,36.0
1770,177,178.0
1771,177,101.0
1772,177,34.0
1773,177,171.0
1774,177,30.0
1775,177,9.0
1776,177,13.0
1777,177,93.0
1778,177,29.0
1779,177,65.0
1780,178,178.0
1781,178,99.0
1782,178,28.0
1783,178,146.0
1784,178,31.0
1785,178,12.0
1786,178,12.0
1787,178,69.0
1788,178,35.0
1789,178,60.0
1790,179,178.0
1791,179,109.0
1792,179,32.0
1793,179,179.0
1794,179,34.0
1795,179,10.0
1796,179,13.0
1797,179,81.0
1798,179,35.0
1799,179,62.0
1800,180,178.0
1801,180,100.0
1802,180,37.0
1803,180,169.0
1804,180,34.0
1805,180,10.0
1806,180,15.0
1807,180,61.0
1808,180,32.0
1809,180,123.0
1810,181,178.0
1811,181,96.0
1812,181,36.0
1813,181,169.0
1814,181,31.0
1815,181,10.0
1816,181,14.0
1817,181,60.0
1818,181,32.0
1819,181,139.0
1820,182,178.0
1821,182,105.0
1822,182,37.0
1823,182,169.0
1824,182,34.0
1825,182,9.0
1826,182,16.0
1827,182,56.0
1828,182,36.0
1829,182,116.0
1830,183,178.0
1831,183,107.0
1832,183,36.0
1833,183,169.0
1834,183,34.0
1835,183,13.0
1836,183,15.0
1837,183,52.0
1838,183,38.0
1839,183,174.0
1840,184,178.0
1841,184,103.0
1842,184,35.0
1843,184,167.0
1844,184,38.0
1845,184,11.0
1846,184,13.0
1847,184,45.0
1848,184,36.0
1849,184,150.0
1850,185,178.0
1851,185,100.0
1852,185,37.0
1853,185,167.0
1854,185,34.0
1855,185,11.0
1856,185,11.0
1857,185,46.0
1858,185,38.0
1859,185,135.0
1860,186,178.0
1861,186,99.0
1862,186,36.0
1863,186,128.0
1864,186,39.0
1865,186,12.0
1866,186,11.0
1867,186,44.0
1868,186,38.0
1869,186,175.0
1870,187,178.0
1871,187,49.0
1872,187,36.0
1873,187,169.0
1874,187,44.0
1875,187,9.0
1876,187,14.0
1877,187,37.0
1878,187,40.0
1879,187,126.0
1880,188,190.0
1881,188,98.0
1882,188,39.0
1883,188,136.0
1884,188,51.0
1885,188,11.0
1886,188,11.0
1887,188,37.0
1888,188,40.0
1889,188,120.0
1890,189,190.0
1891,189,33.0
1892,189,39.0
1893,189,150.0
1894,189,50.0
1895,189,12.0
1896,189,15.0
1897,189,38.0
1898,189,46.0
1899,189,120.0
1900,190,190.0
1901,190,95.0
1902,190,41.0
1903,190,155.0
1904,190,56.0
1905,190,10.0
1906,190,16.0
1907,190,35.0
1908,190,54.0
1909,190,82.0
1910,191,190.0
1911,191,47.0
1912,191,42.0
1913,191,151.0
1914,191,64.0
1915,191,10.0
1916,191,15.0
1917,191,39.0
1918,191,62.0
1919,191,70.0
1920,192,190.0
1921,192,46.0
1922,192,40.0
1923,192,135.0
1924,192,72.0
1925,192,13.0
1926,192,15.0
1927,192,38.0
1928,192,57.0
1929,192,115.0
1930,193,190.0
1931,193,42.0
1932,193,44.0
1933,193,114.0
1934,193,80.0
1935,193,9.0
1936,193,16.0
1937,193,39.0
1938,193,65.0
1939,193,76.0
1940,194,190.0
1941,194,54.0
1942,194,39.0
1943,194,135.0
1944,194,100.0
1945,194,10.0
1946,194,11.0
1947,194,33.0
1948,194,80.0
1949,194,71.0
1950,195,190.0
1951,195,37.0
1952,195,39.0
1953,195,115.0
1954,195,117.0
1955,195,10.0
1956,195,13.0
1957,195,34.0
1958,195,82.0
1959,195,77.0
1960,196,190.0
1961,196,43.0
1962,196,41.0
1963,196,128.0
1964,196,135.0
1965,196,11.0
1966,196,10.0
1967,196,36.0
1968,196,87.0
1969,196,74.0
1970,197,196.0
1971,197,41.0
1972,197,43.0
1973,197,131.0
1974,197,164.0
1975,197,11.0
1976,197,19.0
1977,197,33.0
1978,197,75.0
1979,197,42.0
1980,198,196.0
1981,198,42.0
1982,198,41.0
1983,198,132.0
1984,198,164.0
1985,198,10.0
1986,198,17.0
1987,198,37.0
1988,198,80.0
1989,198,70.0
1990,199,158.0
1991,199,39.0
1992,199,46.0
1993,199,126.0
1994,199,164.0
1995,199,9.0
1996,199,15.0
1997,199,33.0
1998,199,76.0
1999,199,70.0
2000,200,158.0
2001,200,39.0
2002,200,44.0
2003,200,133.0
2004,200,164.0
2005,200,14.0
2006,200,14.0
2007,200,33.0
2008,200,77.0
2009,200,60.0
2010,201,158.0
2011,201,35.0
2012,201,40.0
2013,201,146.0
2014,201,198.0
2015,201,13.0
2016,201,16.0
2017,201,35.0
2018,201,58.0
2019,201,56.0
2020,202,158.0
2021,202,39.0
2022,202,35.0
2023,202,147.0
2024,202,198.0
2025,202,13.0
2026,202,12.0
2027,202,33.0
2028,202,69.0
2029,202,56.0
2030,203,158.0
2031,203,35.0
2032,203,46.0
2033,203,136.0
2034,203,194.0
2035,203,15.0
2036,203,17.0
2037,203,35.0
2038,203,75.0
2039,203,53.0
2040,204,158.0
2041,204,61.0
2042,204,41.0
2043,204,129.0
2044,204,176.0
2045,204,11.0
2046,204,11.0
2047,204,34.0
2048,204,64.0
2049,204,61.0
2050,205,88.0
2051,205,35.0
2052,205,41.0
2053,205,170.0
2054,205,162.0
2055,205,13.0
2056,205,16.0
2057,205,34.0
2058,205,85.0
2059,205,51.0
2060,206,157.0
2061,206,47.0
2062,206,46.0
2063,206,140.0
2064,206,150.0
2065,206,12.0
2066,206,13.0
2067,206,35.0
2068,206,78.0
2069,206,70.0
2070,207,157.0
2071,207,44.0
2072,207,40.0
2073,207,148.0
2074,207,135.0
2075,207,14.0
2076,207,18.0
2077,207,35.0
2078,207,108.0
2079,207,59.0
2080,208,87.0
2081,208,38.0
2082,208,43.0
2083,208,148.0
2084,208,127.0
2085,208,9.0
2086,208,18.0
2087,208,34.0
2088,208,138.0
2089,208,83.0
2090,209,141.0
2091,209,48.0
2092,209,37.0
2093,209,149.0
2094,209,120.0
2095,209,15.0
2096,209,13.0
2097,209,37.0
2098,209,158.0
2099,209,83.0
2100,210,141.0
2101,210,49.0
2102,210,43.0
2103,210,155.0
2104,210,116.0
2105,210,14.0
2106,210,11.0
2107,210,35.0
2108,210,177.0
2109,210,55.0
2110,211,141.0
2111,211,42.0
2112,211,46.0
2113,211,118.0
2114,211,112.0
2115,211,13.0
2116,211,16.0
2117,211,36.0
2118,211,177.0
2119,211,57.0
2120,212,141.0
2121,212,58.0
2122,212,41.0
2123,212,149.0
2124,212,109.0
2125,212,13.0
2126,212,14.0
2127,212,37.0
2128,212,177.0
2129,212,59.0
2130,213,141.0
2131,213,99.0
2132,213,45.0
2133,213,135.0
2134,213,107.0
2135,213,14.0
2136,213,19.0
2137,213,35.0
2138,213,184.0
2139,213,92.0
2140,214,141.0
2141,214,99.0
2142,214,40.0
2143,214,123.0
2144,214,106.0
2145,214,9.0
2146,214,13.0
2147,214,34.0
2148,214,166.0
2149,214,114.0
2150,215,141.0
2151,215,97.0
2152,215,51.0
2153,215,118.0
2154,215,105.0
2155,215,13.0
2156,215,17.0
2157,215,37.0
2158,215,97.0
2159,215,94.0
2160,216,184.0
2161,216,97.0
2162,216,47.0
2163,216,121.0
2164,216,105.0
2165,216,15.0
2166,216,19.0
2167,216,35.0
2168,216,143.0
2169,216,98.0
2170,217,184.0
2171,217,46.0
2172,217,46.0
2173,217,86.0
2174,217,18.0
2175,217,13.0
2176,217,12.0
2177,217,38.0
2178,217,160.0
2179,217,112.0
2180,218,184.0
2181,218,98.0
2182,218,50.0
2183,218,98.0
2184,218,20.0
2185,218,13.0
2186,218,12.0
2187,218,37.0
2188,218,179.0
2189,218,124.0
2190,219,190.0
2191,219,103.0
2192,219,41.0
2193,219,85.0
2194,219,12.0
2195,219,15.0
2196,219,15.0
2197,219,41.0
2198,219,107.0
2199,219,125.0
2200,220,190.0
2201,220,101.0
2202,220,43.0
2203,220,80.0
2204,220,14.0
2205,220,17.0
2206,220,18.0
2207,220,39.0
2208,220,167.0
2209,220,109.0
2210,221,190.0
2211,221,105.0
2212,221,46.0
2213,221,31.0
2214,221,12.0
2215,221,13.0
2216,221,22.0
2217,221,35.0
2218,221,133.0
2219,221,148.0
2220,222,190.0
2221,222,101.0
2222,222,54.0
2223,222,79.0
2224,222,10.0
2225,222,19.0
2226,222,14.0
2227,222,39.0
2228,222,153.0
2229,222,86.0
2230,223,149.0
2231,223,99.0
2232,223,50.0
2233,223,13.0
2234,223,11.0
2235,223,15.0
2236,223,17.0
2237,223,35.0
2238,223,90.0
2239,223,121.0
2240,224,149.0
2241,224,52.0
2242,224,48.0
2243,224,74.0
2244,224,10.0
2245,224,14.0
2246,224,16.0
2247,224,42.0
2248,224,71.0
2249,224,114.0
2250,225,149.0
2251,225,101.0
2252,225,47.0
2253,225,64.0
2254,225,10.0
2255,225,13.0
2256,225,14.0
2257,225,38.0
2258,225,119.0
2259,225,114.0
2260,226,86.0
2261,226,100.0
2262,226,51.0
2263,226,45.0
2264,226,9.0
2265,226,13.0
2266,226,21.0
2267,226,39.0
2268,226,173.0
2269,226,107.0
2270,227,86.0
2271,227,97.0
2272,227,50.0
2273,227,42.0
2274,227,9.0
2275,227,16.0
2276,227,17.0
2277,227,39.0
2278,227,173.0
2279,227,102.0
2280,228,181.0
2281,228,102.0
2282,228,48.0
2283,228,63.0
2284,228,9.0
2285,228,15.0
2286,228,19.0
2287,228,40.0
2288,228,157.0
2289,228,134.0
2290,229,181.0
2291,229,101.0
2292,229,56.0
2293,229,66.0
2294,229,9.0
2295,229,14.0
2296,229,16.0
2297,229,38.0
2298,229,67.0
2299,229,134.0
2300,230,181.0
2301,230,56.0
2302,230,54.0
2303,230,56.0
2304,230,9.0
2305,230,21.0
2306,230,17.0
2307,230,39.0
2308,230,139.0
2309,230,138.0
2310,231,181.0
2311,231,99.0
2312,231,57.0
2313,231,53.0
2314,231,9.0
2315,231,12.0
2316,231,18.0
2317,231,37.0
2318,231,95.0
2319,231,138.0
2320,232,174.0
2321,232,99.0
2322,232,52.0
2323,232,42.0
2324,232,9.0
2325,232,19.0
2326,232,16.0
2327,232,38.0
2328,232,90.0
2329,232,107.0
2330,233,174.0
2331,233,103.0
2332,233,57.0
2333,233,55.0
2334,233,9.0
2335,233,21.0
2336,233,15.0
2337,233,41.0
2338,233,84.0
2339,233,122.0
2340,234,192.0
2341,234,103.0
2342,234,53.0
2343,234,29.0
2344,234,9.0
2345,234,16.0
2346,234,20.0
2347,234,40.0
2348,234,95.0
2349,234,122.0
2350,235,185.0
2351,235,108.0
2352,235,61.0
2353,235,23.0
2354,235,9.0
2355,235,21.0
2356,235,22.0
2357,235,38.0
2358,235,82.0
2359,235,191.0
2360,236,188.0
2361,236,106.0
2362,236,55.0
2363,236,63.0
2364,236,9.0
2365,236,17.0
2366,236,15.0
2367,236,42.0
2368,236,114.0
2369,236,114.0
2370,237,127.0
2371,237,103.0
2372,237,60.0
2373,237,36.0
2374,237,9.0
2375,237,22.0
2376,237,18.0
2377,237,39.0
2378,237,112.0
2379,237,83.0
2380,238,123.0
2381,238,107.0
2382,238,54.0
2383,238,46.0
2384,238,9.0
2385,238,16.0
2386,238,16.0
2387,238,37.0
2388,238,66.0
2389,238,83.0
2390,239,126.0
2391,239,100.0
2392,239,63.0
2393,239,75.0
2394,239,9.0
2395,239,20.0
2396,239,13.0
2397,239,39.0
2398,239,84.0
2399,239,185.0
2400,240,126.0
2401,240,99.0
2402,240,62.0
2403,240,50.0
2404,240,9.0
2405,240,20.0
2406,240,20.0
2407,240,39.0
2408,240,91.0
2409,240,200.0
2410,241,128.0
2411,241,98.0
2412,241,62.0
2413,241,57.0
2414,241,9.0
2415,241,16.0
2416,241,13.0
2417,241,44.0
2418,241,91.0
2419,241,200.0
2420,242,128.0
2421,242,103.0
2422,242,65.0
2423,242,27.0
2424,242,9.0
2425,242,19.0
2426,242,11.0
2427,242,37.0
2428,242,78.0
2429,242,156.0
2430,243,142.0
2431,243,99.0
2432,243,62.0
2433,243,47.0
2434,243,9.0
2435,243,18.0
2436,243,22.0
2437,243,42.0
2438,243,71.0
2439,243,156.0
2440,244,119.0
2441,244,96.0
2442,244,68.0
2443,244,41.0
2444,244,9.0
2445,244,22.0
2446,244,22.0
2447,244,39.0
2448,244,82.0
2449,244,156.0
2450,245,121.0
2451,245,107.0
2452,245,61.0
2453,245,60.0
2454,245,9.0
2455,245,20.0
2456,245,23.0
2457,245,44.0
2458,245,136.0
2459,245,156.0
2460,246,104.0
2461,246,104.0
2462,246,70.0
2463,246,65.0
2464,246,9.0
2465,246,22.0
2466,246,18.0
2467,246,44.0
2468,246,85.0
2469,246,156.0
2470,247,106.0
2471,247,110.0
2472,247,72.0
2473,247,55.0
2474,247,9.0
2475,247,17.0
2476,247,15.0
2477,247,41.0
2478,247,109.0
2479,247,179.0
2480,248,104.0
2481,248,99.0
2482,248,72.0
2483,248,66.0
2484,248,9.0
2485,248,19.0
2486,248,23.0
2487,248,42.0
2488,248,107.0
2489,248,179.0
2490,249,102.0
2491,249,108.0
2492,249,68.0
2493,249,71.0
2494,249,9.0
2495,249,22.0
2496,249,22.0
2497,249,45.0
2498,249,90.0
2499,249,165.0
2500,250,105.0
2501,250,106.0
2502,250,78.0
2503,250,65.0
2504,250,9.0
2505,250,20.0
2506,250,23.0
2507,250,44.0
2508,250,61.0
2509,250,165.0
2510,251,46.0
2511,251,108.0
2512,251,71.0
2513,251,72.0
2514,251,9.0
2515,251,24.0
2516,251,22.0
2517,251,47.0
2518,251,61.0
2519,251,165.0
2520,252,108.0
2521,252,198.0
2522,252,68.0
2523,252,65.0
2524,252,9.0
2525,252,19.0
2526,252,23.0
2527,252,42.0
2528,252,122.0
2529,252,165.0
2530,253,107.0
2531,253,113.0
2532,253,87.0
2533,253,56.0
2534,253,9.0
2535,253,26.0
2536,253,18.0
2537,253,47.0
2538,253,161.0
2539,253,162.0
2540,254,106.0
2541,254,198.0
2542,254,84.0
2543,254,80.0
2544,254,9.0
2545,254,21.0
2546,254,21.0
2547,254,54.0
2548,254,129.0
2549,254,155.0
2550,255,98.0
2551,255,198.0
2552,255,73.0
2553,255,78.0
2554,255,9.0
2555,255,27.0
2556,255,18.0
2557,255,54.0
2558,255,142.0
2559,255,157.0
2560,256,71.0
2561,256,198.0
2562,256,79.0
2563,256,82.0
2564,256,9.0
2565,256,25.0
2566,256,26.0
2567,256,51.0
2568,256,110.0
2569,256,157.0
2570,257,65.0
2571,257,198.0
2572,257,84.0
2573,257,85.0
2574,257,9.0
2575,257,22.0
2576,257,19.0
2577,257,49.0
2578,257,99.0
2579,257,157.0
2580,258,53.0
2581,258,198.0
2582,258,90.0
2583,258,77.0
2584,258,9.0
2585,258,37.0
2586,258,25.0
2587,258,49.0
2588,258,89.0
2589,258,157.0
2590,259,55.0
2591,259,198.0
2592,259,94.0
2593,259,76.0
2594,259,9.0
2595,259,30.0
2596,259,24.0
2597,259,56.0
2598,259,85.0
2599,259,157.0
2600,260,99.0
2601,260,198.0
2602,260,91.0
2603,260,100.0
2604,260,9.0
2605,260,29.0
2606,260,31.0
2607,260,51.0
2608,260,80.0
2609,260,188.0
2610,261,68.0
2611,261,198.0
2612,261,92.0
2613,261,103.0
2614,261,9.0
2615,261,37.0
2616,261,25.0
2617,261,57.0
2618,261,79.0
2619,261,188.0
2620,262,102.0
2621,262,198.0
2622,262,88.0
2623,262,106.0
2624,262,9.0
2625,262,98.0
2626,262,30.0
2627,262,57.0
2628,262,77.0
2629,262,188.0
2630,263,108.0
2631,263,198.0
2632,263,95.0
2633,263,101.0
2634,263,9.0
2635,263,103.0
2636,263,27.0
2637,263,66.0
2638,263,75.0
2639,263,188.0
2640,264,102.0
2641,264,198.0
2642,264,88.0
2643,264,123.0
2644,264,9.0
2645,264,120.0
2646,264,33.0
2647,264,59.0
2648,264,69.0
2649,264,188.0
2650,265,101.0
2651,265,198.0
2652,265,92.0
2653,265,139.0
2654,265,9.0
2655,265,184.0
2656,265,33.0
2657,265,52.0
2658,265,71.0
2659,265,180.0
2660,266,56.0
2661,266,198.0
2662,266,103.0
2663,266,144.0
2664,266,9.0
2665,266,184.0
2666,266,33.0
2667,266,51.0
2668,266,75.0
2669,266,187.0
2670,267,112.0
2671,267,198.0
2672,267,94.0
2673,267,147.0
2674,267,9.0
2675,267,184.0
2676,267,33.0
2677,267,60.0
2678,267,72.0
2679,267,131.0
2680,268,101.0
2681,268,198.0
2682,268,105.0
2683,268,172.0
2684,268,9.0
2685,268,184.0
2686,268,37.0
2687,268,68.0
2688,268,70.0
2689,268,131.0
2690,269,106.0
2691,269,198.0
2692,269,87.0
2693,269,194.0
2694,269,9.0
2695,269,184.0
2696,269,44.0
2697,269,57.0
2698,269,59.0
2699,269,149.0
2700,270,106.0
2701,270,198.0
2702,270,125.0
2703,270,194.0
2704,270,9.0
2705,270,184.0
2706,270,41.0
2707,270,56.0
2708,270,71.0
2709,270,165.0
2710,271,110.0
2711,271,198.0
2712,271,105.0
2713,271,194.0
2714,271,9.0
2715,271,184.0
2716,271,46.0
2717,271,58.0
2718,271,72.0
2719,271,191.0
2720,272,110.0
2721,272,198.0
2722,272,104.0
2723,272,194.0
2724,272,9.0
2725,272,184.0
2726,272,49.0
2727,272,62.0
2728,272,70.0
2729,272,191.0
2730,273,108.0
2731,273,198.0
2732,273,109.0
2733,273,194.0
2734,273,9.0
2735,273,184.0
2736,273,57.0
2737,273,60.0
2738,273,60.0
2739,273,177.0
2740,274,114.0
2741,274,198.0
2742,274,114.0
2743,274,194.0
2744,274,9.0
2745,274,184.0
2746,274,53.0
2747,274,67.0
2748,274,66.0
2749,274,168.0
2750,275,101.0
2751,275,198.0
2752,275,114.0
2753,275,194.0
2754,275,9.0
2755,275,184.0
2756,275,57.0
2757,275,66.0
2758,275,68.0
2759,275,138.0
2760,276,108.0
2761,276,198.0
2762,276,118.0
2763,276,194.0
2764,276,9.0
2765,276,184.0
2766,276,56.0
2767,276,90.0
2768,276,65.0
2769,276,157.0
2770,277,110.0
2771,277,198.0
2772,277,130.0
2773,277,194.0
2774,277,9.0
2775,277,184.0
2776,277,56.0
2777,277,73.0
2778,277,67.0
2779,277,157.0
2780,278,108.0
2781,278,198.0
2782,278,133.0
2783,278,194.0
2784,278,9.0
2785,278,184.0
2786,278,60.0
2787,278,73.0
2788,278,69.0
2789,278,97.0
2790,279,111.0
2791,279,198.0
2792,279,112.0
2793,279,194.0
2794,279,9.0
2795,279,184.0
2796,279,51.0
2797,279,73.0
2798,279,59.0
2799,279,97.0
2800,280,111.0
2801,280,198.0
2802,280,121.0
2803,280,194.0
2804,280,9.0
2805,280,184.0
2806,280,45.0
2807,280,73.0
2808,280,60.0
2809,280,139.0
2810,281,108.0
2811,281,198.0
2812,281,150.0
2813,281,190.0
2814,281,9.0
2815,281,184.0
2816,281,54.0
2817,281,139.0
2818,281,63.0
2819,281,139.0
2820,282,109.0
2821,282,198.0
2822,282,138.0
2823,282,183.0
2824,282,9.0
2825,282,184.0
2826,282,52.0
2827,282,168.0
2828,282,64.0
2829,282,139.0
2830,283,104.0
2831,283,198.0
2832,283,133.0
2833,283,158.0
2834,283,9.0
2835,283,184.0
2836,283,49.0
2837,283,130.0
2838,283,53.0
2839,283,114.0
2840,284,103.0
2841,284,198.0
2842,284,145.0
2843,284,155.0
2844,284,9.0
2845,284,184.0
2846,284,43.0
2847,284,80.0
2848,284,59.0
2849,284,114.0
2850,285,113.0
2851,285,198.0
2852,285,125.0
2853,285,137.0
2854,285,9.0
2855,285,184.0
2856,285,45.0
2857,285,68.0
2858,285,57.0
2859,285,173.0
2860,286,106.0
2861,286,198.0
2862,286,154.0
2863,286,134.0
2864,286,9.0
2865,286,184.0
2866,286,44.0
2867,286,59.0
2868,286,60.0
2869,286,199.0
2870,287,109.0
2871,287,198.0
2872,287,131.0
2873,287,130.0
2874,287,9.0
2875,287,184.0
2876,287,40.0
2877,287,62.0
2878,287,54.0
2879,287,199.0
2880,288,113.0
2881,288,198.0
2882,288,130.0
2883,288,122.0
2884,288,9.0
2885,288,184.0
2886,288,37.0
2887,288,69.0
2888,288,60.0
2889,288,199.0
2890,289,112.0
2891,289,198.0
2892,289,119.0
2893,289,122.0
2894,289,9.0
2895,289,184.0
2896,289,38.0
2897,289,57.0
2898,289,42.0
2899,289,199.0
2900,290,108.0
2901,290,198.0
2902,290,113.0
2903,290,126.0
2904,290,9.0
2905,290,184.0
2906,290,40.0
2907,290,52.0
2908,290,46.0
2909,290,198.0
2910,291,105.0
2911,291,198.0
2912,291,100.0
2913,291,126.0
2914,291,9.0
2915,291,162.0
2916,291,37.0
2917,291,57.0
2918,291,54.0
2919,291,198.0
2920,292,110.0
2921,292,198.0
2922,292,100.0
2923,292,124.0
2924,292,9.0
2925,292,57.0
2926,292,32.0
2927,292,53.0
2928,292,46.0
2929,292,158.0
2930,293,112.0
2931,293,198.0
2932,293,102.0
2933,293,121.0
2934,293,9.0
2935,293,10.0
2936,293,36.0
2937,293,55.0
2938,293,47.0
2939,293,158.0
2940,294,114.0
2941,294,198.0
2942,294,96.0
2943,294,129.0
2944,294,9.0
2945,294,10.0
2946,294,34.0
2947,294,53.0
2948,294,51.0
2949,294,190.0
2950,295,108.0
2951,295,139.0
2952,295,87.0
2953,295,130.0
2954,295,9.0
2955,295,10.0
2956,295,33.0
2957,295,57.0
2958,295,47.0
2959,295,190.0
2960,296,110.0
2961,296,25.0
2962,296,79.0
2963,296,140.0
2964,296,9.0
2965,296,10.0
2966,296,33.0
2967,296,47.0
2968,296,45.0
2969,296,190.0
2970,297,119.0
2971,297,69.0
2972,297,79.0
2973,297,136.0
2974,297,9.0
2975,297,10.0
2976,297,35.0
2977,297,49.0
2978,297,44.0
2979,297,190.0
2980,298,118.0
2981,298,14.0
2982,298,75.0
2983,298,140.0
2984,298,9.0
2985,298,10.0
2986,298,37.0
2987,298,47.0
2988,298,43.0
2989,298,190.0
2990,299,109.0
2991,299,18.0
2992,299,80.0
2993,299,144.0
2994,299,9.0
2995,299,10.0
2996,299,37.0
2997,299,51.0
2998,299,42.0
2999,299,190.0
